loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,disbursement_method,term_months,emp_length_years,log_annual_inc,log_loan_amnt,loan_to_income_ratio,installment_to_monthly_income,annual_income_to_installment,fico_avg,credit_history_years,inquiries_per_open_account,delinq_per_open_account,pub_rec_per_open_account,has_bankruptcy,is_mortgage
6025.0,6025.0,6025.0, 36 months,11.99,200.09,C,C1,3 years,RENT,70000.0,Source Verified,Dec-2015,debt_consolidation,MA,11.04,0.0,660.0,664.0,0.0,,,4.0,0.0,5647.0,53.8,6.0,w,709.0,705.0,0.0,,0.0,150.0,29500.0,1.0,1.0,0.0,1.0,14.0,23853.0,85.0,1.0,3.0,4964.0,77.0,10500.0,4.0,1.0,0.0,4.0,7375.0,1853.0,75.3,0.0,0.0,55.0,28.200000000000003,4.0,4.0,0.0,4.0,,14.0,,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,38544.0,29500.0,7500.0,28044.0,Cash,36,3.0,11.156264806643742,8.703838719690246,0.08607019899715718,0.0342952636690853,348.102839524591,662.0,4.58590006844627,0.0,0.0,0.0,0,0
14400.0,14400.0,14400.0, 60 months,18.2,367.24,E,E1,10+ years,RENT,40000.0,Source Verified,Dec-2015,debt_consolidation,CA,24.69,0.0,665.0,669.0,2.0,48.0,,5.0,0.0,10356.0,95.0,12.0,w,704.0,700.0,0.0,48.0,0.0,0.0,44947.0,1.0,2.0,1.0,1.0,3.0,34591.0,99.0,0.0,1.0,0.0,98.0,10900.0,1.0,6.0,2.0,2.0,8989.0,,,0.0,0.0,128.0,278.0,13.0,3.0,0.0,,,4.0,,0.0,0.0,3.0,0.0,1.0,7.0,3.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,91.7,,0.0,0.0,45903.0,44947.0,0.0,35003.0,Cash,60,10.0,10.596659732783579,9.575052927597381,0.35999100022499436,0.11013895831250625,108.62480990658266,667.0,23.16495550992471,0.3333333333333333,0.0,0.0,0,0
15400.0,15400.0,15400.0, 36 months,16.55,545.61,D,D2,10+ years,RENT,35000.0,Source Verified,Dec-2015,debt_consolidation,UT,25.0,0.0,690.0,694.0,1.0,24.0,76.0,6.0,1.0,1631.0,19.7,14.0,f,794.0,790.0,0.0,,0.0,428.0,44317.0,3.0,2.0,1.0,3.0,1.0,25299.0,89.0,2.0,3.0,1118.0,73.0,8300.0,0.0,0.0,1.0,6.0,7386.0,6669.0,19.7,0.0,0.0,95.0,115.0,2.0,1.0,1.0,2.0,,2.0,,0.0,3.0,3.0,3.0,4.0,7.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0,85.7,0.0,0.0,0.0,62848.0,26930.0,8300.0,28548.0,Cash,36,10.0,10.463131911491967,9.642187721358464,0.439987428930602,0.1870021706843368,64.03102760652018,692.0,17.66735112936345,0.14285714285714285,0.0,0.14285714285714285,0,0
16000.0,16000.0,16000.0, 36 months,10.64,521.1,B,B4,10+ years,OWN,200000.0,Source Verified,Dec-2015,home_improvement,NC,28.26,0.0,660.0,664.0,1.0,48.0,79.0,17.0,1.0,20460.0,75.8,22.0,w,569.0,565.0,0.0,,0.0,0.0,214201.0,2.0,4.0,3.0,4.0,1.0,168880.0,89.0,1.0,2.0,3208.0,85.0,27000.0,1.0,0.0,2.0,6.0,12600.0,2537.0,85.7,0.0,0.0,90.0,291.0,11.0,1.0,0.0,18.0,,2.0,,0.0,10.0,12.0,10.0,11.0,8.0,12.0,13.0,12.0,17.0,0.0,0.0,0.0,4.0,90.9,70.0,0.0,0.0,230366.0,214201.0,17800.0,176108.0,Cash,36,10.0,12.206077645517674,9.680406499268875,0.07999960000199999,0.031264124152550844,383.0683777054204,662.0,27.583846680355922,0.05555555555555555,0.0,0.05555555555555555,0,0
7200.0,7200.0,7200.0, 36 months,11.99,239.11,C,C1,10+ years,RENT,52000.0,Source Verified,Dec-2015,debt_consolidation,MI,13.71,0.0,665.0,669.0,0.0,59.0,64.0,8.0,1.0,11467.0,60.0,16.0,w,559.0,555.0,0.0,83.0,0.0,0.0,14656.0,1.0,1.0,0.0,1.0,23.0,3189.0,53.0,1.0,2.0,7929.0,58.0,19100.0,0.0,0.0,0.0,3.0,1832.0,3357.0,76.2,0.0,0.0,90.0,318.0,2.0,2.0,3.0,30.0,59.0,,59.0,1.0,3.0,4.0,3.0,6.0,2.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,1.0,84.6,66.7,1.0,0.0,25393.0,14656.0,14100.0,6000.0,Cash,36,10.0,10.859018228147885,8.881975184248866,0.13845887579085017,0.05516650003845267,216.56740660530588,667.0,26.49965776865161,0.0,0.0,0.1111111111111111,1,0
10000.0,10000.0,10000.0, 36 months,8.49,315.63,B,B1,10+ years,OWN,68000.0,Not Verified,Dec-2015,home_improvement,MA,25.27,0.0,725.0,729.0,0.0,67.0,,10.0,0.0,4673.0,74.2,21.0,w,664.0,660.0,0.0,76.0,0.0,0.0,397339.0,0.0,2.0,0.0,1.0,23.0,31578.0,59.0,0.0,0.0,2384.0,61.0,6300.0,1.0,0.0,0.0,1.0,39734.0,1077.0,71.7,0.0,0.0,78.0,122.0,46.0,23.0,5.0,110.0,,15.0,,1.0,2.0,4.0,3.0,8.0,3.0,5.0,12.0,4.0,10.0,0.0,0.0,0.0,0.0,81.0,33.3,0.0,0.0,493773.0,36251.0,3800.0,53610.0,Cash,36,10.0,11.127277689932466,9.210440366976515,0.1470566609314569,0.05568958419102511,214.7617092505448,727.0,10.33264887063655,0.0,0.0,0.0,0,0
4950.0,4950.0,4950.0, 36 months,14.85,171.23,C,C5,10+ years,MORTGAGE,105800.0,Source Verified,Dec-2015,credit_card,CA,33.29,3.0,675.0,679.0,0.0,1.0,,23.0,0.0,20998.0,45.6,38.0,w,639.0,635.0,0.0,,2.0,0.0,429299.0,1.0,6.0,2.0,5.0,10.0,117343.0,81.0,2.0,2.0,5289.0,65.0,46000.0,1.0,4.0,0.0,7.0,20443.0,8762.0,66.7,0.0,165.0,121.0,123.0,4.0,4.0,5.0,4.0,7.0,17.0,7.0,0.0,5.0,9.0,6.0,7.0,12.0,15.0,21.0,9.0,21.0,0.0,2.0,0.0,4.0,92.1,33.3,0.0,0.0,489791.0,138341.0,26300.0,136291.0,Cash,36,10.0,11.569315250157509,8.507344855361422,0.04678594720276746,0.019418969493063168,614.2948382976253,677.0,10.584531143052704,0.0,0.125,0.0,0,1
8000.0,8000.0,8000.0, 36 months,14.85,276.74,C,C5,2 years,RENT,53040.0,Verified,Dec-2015,credit_card,HI,20.54,0.0,660.0,664.0,3.0,42.0,55.0,12.0,1.0,8195.0,63.0,35.0,w,649.0,645.0,0.0,,0.0,0.0,18745.0,3.0,1.0,1.0,2.0,5.0,10550.0,93.0,2.0,8.0,1463.0,77.0,13000.0,2.0,4.0,4.0,10.0,1562.0,2025.0,73.7,0.0,0.0,173.0,129.0,0.0,0.0,0.0,3.0,,0.0,,0.0,6.0,8.0,7.0,14.0,14.0,11.0,21.0,8.0,12.0,0.0,0.0,0.0,3.0,96.8,85.7,1.0,0.0,24400.0,18745.0,7700.0,11400.0,Cash,36,2.0,10.878820478377339,8.987321812850123,0.15082671895326258,0.06259669757973309,190.96997191618058,662.0,14.417522245037645,0.23076923076923078,0.0,0.07692307692307693,1,0
9600.0,9600.0,9600.0, 36 months,8.49,303.01,B,B1,3 years,MORTGAGE,75000.0,Source Verified,Dec-2015,debt_consolidation,NC,8.62,0.0,670.0,674.0,1.0,32.0,,5.0,0.0,4326.0,45.1,14.0,w,694.0,690.0,0.0,32.0,0.0,261.0,214942.0,2.0,1.0,0.0,1.0,21.0,10606.0,70.0,2.0,2.0,3595.0,60.0,9600.0,0.0,0.0,7.0,4.0,42988.0,5274.0,45.1,0.0,0.0,131.0,126.0,1.0,1.0,2.0,1.0,32.0,1.0,32.0,1.0,3.0,3.0,3.0,9.0,3.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,3.0,64.3,0.0,0.0,0.0,225969.0,14932.0,9600.0,15167.0,Cash,36,3.0,11.225256725762893,9.169622538697624,0.1279982933560886,0.048473844184930406,246.70241110489786,672.0,10.913073237508556,0.16666666666666666,0.0,0.0,0,1
10000.0,10000.0,10000.0, 36 months,5.32,301.15,A,A1,10+ years,RENT,43000.0,Not Verified,Dec-2015,credit_card,NJ,6.03,0.0,755.0,759.0,0.0,,,5.0,0.0,7992.0,32.5,10.0,w,779.0,775.0,0.0,,0.0,0.0,7992.0,0.0,0.0,0.0,0.0,78.0,0.0,,0.0,0.0,4840.0,33.0,24600.0,0.0,0.0,0.0,0.0,1598.0,14910.0,32.5,0.0,0.0,115.0,137.0,52.0,40.80000000000018,0.0,52.0,,,,0.0,3.0,4.0,4.0,4.0,2.0,5.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,24600.0,7992.0,22100.0,0.0,Cash,36,10.0,10.668978650219241,9.210440366976515,0.2325527313318295,0.08401841346600948,142.31342048651334,757.0,11.416837782340862,0.0,0.0,0.0,0,0
8200.0,8200.0,8200.0, 36 months,9.76,263.67,B,B3,4 years,RENT,93400.0,Source Verified,Dec-2015,credit_card,NJ,25.08,0.0,695.0,699.0,1.0,,114.0,10.0,1.0,12641.0,72.6,15.0,w,504.0,500.0,0.0,,0.0,0.0,67373.0,1.0,4.0,1.0,4.0,9.0,54732.0,42.0,2.0,4.0,4680.0,51.0,17400.0,2.0,0.0,5.0,8.0,6737.0,2160.0,83.6,0.0,0.0,103.0,160.0,1.0,1.0,1.0,7.0,,1.0,,0.0,4.0,6.0,4.0,4.0,8.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,3.0,100.0,75.0,1.0,0.0,101731.0,67373.0,13200.0,84331.0,Cash,36,4.0,11.444657330797734,9.01201137703641,0.08779349257502596,0.03387187941592087,352.89228095364035,697.0,13.333333333333334,0.09090909090909091,0.0,0.09090909090909091,1,0
5050.0,5050.0,5050.0, 36 months,7.89,158.0,A,A5,2 years,RENT,18100.0,Source Verified,Dec-2015,debt_consolidation,AR,19.1,0.0,710.0,714.0,0.0,,,5.0,0.0,5050.0,53.7,8.0,w,574.0,570.0,0.0,,0.0,0.0,5050.0,3.0,0.0,0.0,0.0,87.0,0.0,,3.0,3.0,4392.0,54.0,9400.0,0.0,0.0,0.0,3.0,1010.0,3703.0,56.4,0.0,0.0,204.0,80.0,4.0,4.0,0.0,4.0,,,,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,9400.0,5050.0,8500.0,0.0,Cash,36,2.0,9.803722464346553,8.527341522468053,0.42079826681109905,0.15784215784215785,75.47169811320755,712.0,16.999315537303218,0.0,0.0,0.0,0,0
20000.0,20000.0,20000.0, 36 months,12.88,672.73,C,C2,10+ years,RENT,65000.0,Source Verified,Dec-2015,debt_consolidation,FL,16.49,0.0,670.0,674.0,1.0,,65.0,8.0,1.0,6711.0,83.9,18.0,w,744.0,740.0,0.0,,0.0,450.0,43043.0,0.0,3.0,0.0,1.0,17.0,36332.0,77.0,1.0,1.0,699.0,78.0,8000.0,0.0,1.0,3.0,2.0,5380.0,310.0,80.6,0.0,0.0,189.0,179.0,10.0,10.0,2.0,94.0,,0.0,,0.0,3.0,5.0,3.0,6.0,7.0,5.0,9.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,1.0,55296.0,43043.0,1600.0,47296.0,Cash,36,10.0,11.082157933374816,9.903537551286169,0.3076875740373225,0.12417338337537685,96.4778175233402,672.0,15.75085557837098,0.1111111111111111,0.0,0.1111111111111111,0,0
24000.0,24000.0,24000.0, 60 months,11.22,524.46,B,B5,10+ years,OWN,85000.0,Verified,Dec-2015,other,MD,18.11,0.0,755.0,759.0,0.0,,,15.0,0.0,22474.0,40.6,33.0,w,754.0,750.0,0.0,,0.0,0.0,329856.0,1.0,1.0,0.0,1.0,16.0,31866.0,,1.0,2.0,11633.0,41.0,55400.0,0.0,0.0,0.0,4.0,23561.0,18456.0,49.6,0.0,0.0,156.0,331.0,1.0,1.0,2.0,1.0,,15.0,,0.0,2.0,7.0,6.0,15.0,6.0,13.0,25.0,9.0,15.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,384291.0,54340.0,36600.0,36891.0,Cash,60,10.0,11.350418300109132,10.085850775128717,0.28234961941624215,0.07403096033501154,161.7630266813839,757.0,27.583846680355922,0.0,0.0,0.0,0,0
15000.0,15000.0,15000.0, 36 months,6.49,459.67,A,A2,5 years,RENT,74000.0,Source Verified,Dec-2015,credit_card,CA,15.87,0.0,705.0,709.0,0.0,54.0,,5.0,0.0,14792.0,48.8,16.0,w,779.0,775.0,0.0,,0.0,78.0,28169.0,0.0,1.0,0.0,1.0,18.0,13377.0,57.0,0.0,0.0,3847.0,52.0,30300.0,1.0,3.0,0.0,1.0,5634.0,5817.0,51.1,0.0,0.0,133.0,133.0,26.0,18.0,0.0,48.0,,18.0,54.0,0.0,3.0,4.0,3.0,3.0,6.0,4.0,10.0,4.0,5.0,0.0,0.0,0.0,0.0,87.5,0.0,0.0,0.0,53759.0,28169.0,11900.0,23459.0,Cash,36,5.0,11.211833885608513,9.61587214452889,0.20269996351400657,0.07452899529805977,160.6355959797686,707.0,11.080082135523615,0.0,0.0,0.0,0,0
16200.0,16200.0,16200.0, 60 months,19.99,429.12,E,E4,10+ years,OWN,45000.0,Verified,Dec-2015,other,MO,31.73,0.0,675.0,679.0,1.0,29.0,,11.0,0.0,20069.0,59.2,28.0,w,609.0,605.0,0.0,,0.0,142.0,36732.0,2.0,2.0,2.0,2.0,1.0,16663.0,59.0,0.0,0.0,7484.0,59.0,33900.0,1.0,6.0,2.0,2.0,3339.0,1882.0,89.4,0.0,0.0,98.0,264.0,28.0,1.0,2.0,105.0,,1.0,,0.0,5.0,8.0,5.0,12.0,8.0,9.0,18.0,8.0,11.0,0.0,0.0,0.0,2.0,96.4,60.0,0.0,0.0,62366.0,36732.0,17800.0,28466.0,Cash,60,10.0,10.714439990727769,9.692828247710418,0.35999200017777383,0.11440149293521727,104.62196596298708,677.0,21.998631074606433,0.08333333333333333,0.0,0.0,0,0
15000.0,15000.0,15000.0, 36 months,10.64,488.53,B,B4,3 years,OWN,80000.0,Not Verified,Dec-2015,debt_consolidation,MS,16.07,0.0,715.0,719.0,1.0,,,13.0,0.0,52766.0,50.4,29.0,w,694.0,690.0,0.0,,0.0,0.0,52766.0,2.0,0.0,1.0,1.0,10.0,0.0,,3.0,5.0,24792.119999999974,50.0,104700.0,0.0,1.0,1.0,6.0,5277.0,46463.0,51.4,0.0,0.0,79.0,337.0,6.0,6.0,0.0,6.0,,4.0,,0.0,6.0,7.0,8.0,15.0,5.0,12.0,23.0,7.0,13.0,0.0,0.0,0.0,4.0,100.0,37.5,0.0,0.0,104700.0,52766.0,95600.0,0.0,Cash,36,3.0,11.289794413577894,9.61587214452889,0.18749765627929652,0.07326850972354146,163.422057892264,717.0,28.082135523613964,0.07142857142857142,0.0,0.0,0,0
6000.0,6000.0,6000.0, 36 months,7.49,186.61,A,A4,10+ years,MORTGAGE,74000.0,Not Verified,Dec-2015,home_improvement,CA,18.81,0.0,760.0,764.0,0.0,,,18.0,0.0,16997.0,22.4,31.0,w,769.0,765.0,0.0,,0.0,0.0,24362.0,2.0,2.0,2.0,2.0,5.0,7365.0,70.0,4.0,6.0,6100.0,23.0,76000.0,0.0,1.0,1.0,8.0,1353.0,31518.0,27.7,0.0,0.0,170.0,170.0,2.0,2.0,0.0,8.0,,8.0,,0.0,5.0,7.0,9.0,15.0,7.0,16.0,24.0,8.0,18.0,0.0,0.0,0.0,6.0,100.0,11.1,0.0,0.0,114322.0,24362.0,43600.0,38322.0,Cash,36,10.0,11.211833885608513,8.699681400989512,0.08107998540560263,0.030256174674377127,394.4352646447417,762.0,14.165639972621491,0.0,0.0,0.0,0,1
20000.0,20000.0,20000.0, 60 months,12.59,450.88,C,C2,10+ years,MORTGAGE,105000.0,Not Verified,Dec-2015,debt_consolidation,TX,14.12,0.0,680.0,684.0,0.0,,,9.0,0.0,33205.0,88.3,24.0,w,674.0,670.0,0.0,,0.0,0.0,341180.0,2.0,2.0,0.0,1.0,19.0,14577.0,59.0,1.0,1.0,11147.0,77.0,37600.0,1.0,2.0,1.0,3.0,37909.0,3328.0,89.8,0.0,0.0,151.0,254.0,3.0,3.0,1.0,3.0,,5.0,,0.0,5.0,5.0,5.0,9.0,8.0,6.0,15.0,6.0,9.0,0.0,0.0,0.0,2.0,95.8,80.0,0.0,0.0,356301.0,47782.0,32600.0,24898.0,Cash,60,10.0,11.561725152903833,9.903537551286169,0.19047437643451015,0.05152325448520169,232.36257413472603,682.0,21.166324435318277,0.0,0.0,0.0,0,1
32000.0,32000.0,32000.0, 36 months,12.88,1076.36,C,C2,10+ years,MORTGAGE,110000.0,Source Verified,Dec-2015,debt_consolidation,KS,13.84,3.0,665.0,669.0,0.0,6.0,,8.0,0.0,40067.0,16.2,29.0,w,699.0,695.0,0.0,,0.0,154.0,403429.0,0.0,1.0,0.0,1.0,18.0,30214.0,,0.0,1.0,24792.119999999974,16.0,77600.0,2.0,2.0,0.0,3.0,57633.0,32133.0,18.5,0.0,0.0,144.0,243.0,13.0,13.0,8.0,49.0,11.0,18.0,6.0,0.0,2.0,2.0,3.0,8.0,5.0,6.0,15.0,2.0,8.0,0.0,0.0,0.0,0.0,89.7,33.3,0.0,0.0,455853.0,70281.0,72200.0,36253.0,Cash,36,10.0,11.608244735642321,10.373522431293592,0.2909064463050336,0.11740828273279279,102.10143313284325,667.0,20.249144421629023,0.0,0.3333333333333333,0.0,0,1
10525.0,10525.0,10525.0, 36 months,15.41,366.97,D,D1,6 years,MORTGAGE,34300.0,Verified,Dec-2015,debt_consolidation,WA,35.24,0.0,710.0,714.0,2.0,24.0,,12.0,0.0,7168.0,31.6,38.0,w,704.0,700.0,0.0,26.0,0.0,0.0,114873.0,3.0,3.0,2.0,4.0,11.0,21109.0,80.0,4.0,4.0,5872.0,58.0,22700.0,6.0,0.0,10.0,8.0,9573.0,2127.0,73.4,0.0,0.0,164.0,210.0,1.0,1.0,3.0,1.0,29.0,1.0,24.0,1.0,2.0,4.0,2.0,13.0,12.0,7.0,22.0,4.0,12.0,0.0,0.0,0.0,6.0,73.7,50.0,0.0,0.0,150852.0,29451.0,8000.0,26521.0,Cash,36,6.0,10.442929787247996,9.261603665913723,0.3068423661117752,0.12834110515271627,93.21412071636274,712.0,17.50034223134839,0.15384615384615385,0.0,0.0,0,1
30000.0,30000.0,29950.0, 36 months,16.59,1063.48,D,D2,8 years,RENT,124000.0,Verified,Dec-2015,debt_consolidation,NY,26.26,1.0,660.0,664.0,2.0,15.0,,29.0,0.0,41943.0,67.0,52.0,w,674.0,670.0,0.0,30.0,0.0,0.0,95820.0,6.0,5.0,1.0,4.0,4.0,53877.0,73.0,7.0,11.0,4857.0,70.0,62600.0,0.0,5.0,2.0,15.0,3549.0,7654.0,70.1,0.0,0.0,126.0,216.0,1.0,1.0,0.0,1.0,30.0,1.0,30.0,7.0,11.0,16.0,13.0,24.0,11.0,24.0,41.0,17.0,29.0,0.0,0.0,0.0,9.0,84.6,33.3,0.0,0.0,136426.0,95820.0,25600.0,73826.0,Cash,36,8.0,11.728044909070784,10.308985993422082,0.24193353279409038,0.1029074605683321,116.48880204419059,662.0,17.998631074606433,0.06666666666666667,0.03333333333333333,0.0,0,0
14000.0,14000.0,14000.0, 36 months,11.99,464.94,C,C1,1 year,MORTGAGE,90000.0,Not Verified,Dec-2015,debt_consolidation,IN,24.15,1.0,685.0,689.0,2.0,34.0,13.0,9.0,1.0,3887.0,60.0,21.0,f,614.0,610.0,0.0,16.0,0.0,0.0,286516.0,3.0,4.0,2.0,2.0,3.0,52182.0,69.0,2.0,2.0,2821.0,60.0,6500.0,2.0,1.0,3.0,5.0,31835.0,1625.0,60.0,0.0,0.0,151.0,144.0,2.0,2.0,1.0,2.0,,2.0,,0.0,4.0,4.0,7.0,9.0,8.0,4.0,12.0,4.0,9.0,,0.0,1.0,4.0,81.0,50.0,0.0,1.0,316911.0,56069.0,6500.0,75740.0,Cash,36,1.0,11.407576060361786,9.546884034617925,0.155553827179698,0.06198373550193308,193.15791732841137,687.0,12.58590006844627,0.2,0.1,0.1,0,1
20000.0,20000.0,20000.0, 36 months,10.78,652.7,B,B4,10+ years,MORTGAGE,150000.0,Not Verified,Dec-2015,home_improvement,TN,25.02,2.0,710.0,714.0,1.0,16.0,,11.0,0.0,3933.0,93.6,27.0,w,674.0,670.0,0.0,,0.0,0.0,444468.0,1.0,8.0,2.0,5.0,6.0,71899.0,50.0,0.0,0.0,3933.0,52.0,4200.0,0.0,0.0,4.0,5.0,44447.0,267.0,93.6,0.0,0.0,134.0,244.0,53.0,6.0,2.0,53.0,,5.0,,0.0,1.0,1.0,1.0,2.0,21.0,2.0,4.0,1.0,11.0,0.0,0.0,0.0,2.0,85.2,100.0,0.0,0.0,553600.0,75832.0,4200.0,149400.0,Cash,36,10.0,11.918397239722838,9.903537551286169,0.13333244445037032,0.05221182305415567,229.46305644791187,712.0,20.334017796030118,0.08333333333333333,0.16666666666666666,0.0,0,1
15750.0,15750.0,15750.0, 36 months,16.59,558.33,D,D2,8 years,RENT,50000.0,Verified,Dec-2015,debt_consolidation,KS,21.96,0.0,675.0,679.0,1.0,,,18.0,0.0,8770.0,65.9,49.0,w,739.0,735.0,0.0,,0.0,0.0,94040.0,1.0,12.0,1.0,2.0,9.0,85270.0,98.0,1.0,1.0,5372.0,90.0,13300.0,0.0,0.0,1.0,3.0,5224.0,54.0,99.2,0.0,0.0,169.0,155.0,6.0,6.0,0.0,53.0,,6.0,,0.0,2.0,5.0,2.0,9.0,31.0,6.0,18.0,5.0,18.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,99211.0,94040.0,6400.0,85911.0,Cash,36,8.0,10.819798284210286,9.664659134301735,0.3149937001259975,0.13396704790850195,89.39266622566284,677.0,14.080766598220396,0.05263157894736842,0.0,0.0,0,0
20000.0,20000.0,20000.0, 36 months,7.49,622.04,A,A4,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2015,credit_card,MA,12.18,0.0,735.0,739.0,0.0,,,9.0,0.0,44737.0,46.8,18.0,w,689.0,685.0,0.0,,0.0,0.0,227847.0,1.0,1.0,0.0,0.0,51.0,3179.0,20.0,1.0,1.0,15023.0,43.0,95600.0,0.0,3.0,0.0,1.0,28481.0,32528.0,46.3,0.0,0.0,147.0,197.0,4.0,4.0,2.0,4.0,,,,0.0,4.0,5.0,5.0,7.0,6.0,7.0,10.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,295901.0,47916.0,60600.0,16301.0,Cash,36,10.0,11.51293546492023,9.903537551286169,0.1999980000199998,0.07463584369875614,160.50333846944017,737.0,16.418891170431213,0.0,0.0,0.0,0,1
26400.0,26400.0,26400.0, 36 months,11.99,876.74,C,C1,3 years,RENT,60000.0,Source Verified,Dec-2015,major_purchase,MA,8.55,0.0,680.0,684.0,0.0,,,5.0,0.0,1111.0,6.2,7.0,w,724.0,720.0,0.0,,0.0,200.0,12429.0,0.0,1.0,0.0,1.0,17.0,11318.0,62.0,2.0,3.0,1055.0,34.0,17800.0,2.0,0.0,0.0,4.0,2486.0,16689.0,6.2,0.0,0.0,27.0,56.0,7.0,7.0,0.0,7.0,,14.0,,0.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,36160.0,12429.0,17800.0,18360.0,Cash,36,3.0,11.002116507732017,10.181157167204903,0.4399926667888869,0.1753129374125175,68.35737234260715,682.0,4.6680355920602326,0.0,0.0,0.0,0,0
5000.0,5000.0,5000.0, 36 months,11.22,164.22,B,B5,8 years,RENT,28000.0,Source Verified,Dec-2015,debt_consolidation,NY,7.04,0.0,680.0,684.0,2.0,,,10.0,0.0,3937.0,55.5,22.0,w,734.0,730.0,0.0,,0.0,0.0,27944.0,2.0,4.0,0.0,2.0,15.0,24007.0,105.0,2.0,4.0,2114.0,93.0,7100.0,1.0,0.0,3.0,6.0,2794.0,2379.0,60.3,0.0,0.0,147.0,38.0,0.0,0.0,0.0,5.0,,4.0,,0.0,3.0,5.0,4.0,4.0,16.0,6.0,6.0,5.0,10.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,30014.0,27944.0,6000.0,22914.0,Cash,36,8.0,10.239995502805314,8.517393171418904,0.1785650512481697,0.07034985006425817,169.4710083524997,682.0,12.24914442162902,0.18181818181818182,0.0,0.0,0,0
35000.0,35000.0,35000.0, 60 months,20.5,937.06,E,E4,5 years,MORTGAGE,240000.0,Source Verified,Dec-2015,debt_consolidation,CA,15.26,0.0,675.0,679.0,1.0,68.0,65.0,20.0,1.0,1300.0,2.1,63.0,w,744.0,740.0,0.0,68.0,0.0,0.0,91004.0,0.0,4.0,4.0,7.0,9.0,89704.0,85.0,2.0,4.0,307.0,54.0,61400.0,5.0,1.0,9.0,11.0,4550.0,40386.0,1.3,0.0,0.0,155.0,339.0,8.0,8.0,4.0,14.0,,0.0,,1.0,3.0,4.0,7.0,24.0,15.0,16.0,42.0,5.0,20.0,0.0,0.0,0.0,7.0,97.9,0.0,1.0,0.0,167307.0,91004.0,40900.0,105907.0,Cash,60,5.0,12.388398368982115,10.463131911491967,0.14583272569697625,0.04685065746712664,255.8471739547577,677.0,28.249144421629023,0.047619047619047616,0.0,0.047619047619047616,1,1
